"filename", "language", "Log", "LaTeX", "Python", "Java", "Batch", "PowerShell", "Markdown", "Properties", "XSL", "XML", "comment", "blank", "total"
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py", "Python", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 68, 46, 315
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 20, 19, 131
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py", "Python", 0, 0, 314, 0, 0, 0, 0, 0, 0, 0, 108, 90, 512
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py", "Python", 0, 0, 543, 0, 0, 0, 0, 0, 0, 0, 252, 128, 923
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py", "Python", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 56, 32, 217
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\exceptions.py", "Python", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 69, 127, 324
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\fields.py", "Python", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 111, 42, 275
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\filepost.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 31, 22, 99
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 11, 3, 52
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\packages\six.py", "Python", 0, 0, 735, 0, 0, 0, 0, 0, 0, 0, 133, 210, 1078
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\packages\ssl_match_hostname\__init__.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 7, 4, 25
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\packages\ssl_match_hostname\_implementation.py", "Python", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 53, 21, 161
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py", "Python", 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 191, 80, 537
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\request.py", "Python", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 76, 22, 171
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\response.py", "Python", 0, 0, 496, 0, 0, 0, 0, 0, 0, 0, 214, 112, 822
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 1, 3, 50
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\connection.py", "Python", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 42, 30, 151
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 18, 9, 57
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\queue.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 8, 23
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\request.py", "Python", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 54, 19, 144
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\response.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 45, 19, 108
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\retry.py", "Python", 0, 0, 328, 0, 0, 0, 0, 0, 0, 0, 203, 72, 603
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py", "Python", 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 149, 75, 496
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py", "Python", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 29, 38, 222
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py", "Python", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 153, 26, 269
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\url.py", "Python", 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 104, 66, 433
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\urllib3\util\wait.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 44, 27, 154
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\webencodings\__init__.py", "Python", 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 173, 44, 343
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\webencodings\labels.py", "Python", 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 13, 3, 232
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\webencodings\mklabels.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 27, 8, 60
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\webencodings\tests.py", "Python", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 13, 25, 154
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pip\_vendor\webencodings\x_user_defined.py", "Python", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 18, 23, 326
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\__init__.py", "Python", 0, 0, 1827, 0, 0, 0, 0, 0, 0, 0, 900, 562, 3289
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\appdirs.py", "Python", 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 240, 63, 609
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\__about__.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 6, 28
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\__init__.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 3, 27
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\_compat.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 12, 11, 39
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\_structures.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 21, 25, 87
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\_typing.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 35, 4, 49
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\markers.py", "Python", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 46, 75, 329
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\requirements.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 21, 33, 146
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py", "Python", 0, 0, 383, 0, 0, 0, 0, 0, 0, 0, 327, 154, 864
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\tags.py", "Python", 0, 0, 466, 0, 0, 0, 0, 0, 0, 0, 177, 109, 752
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\utils.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 18, 19, 66
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\packaging\version.py", "Python", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 140, 111, 536
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\_vendor\pyparsing.py", "Python", 0, 0, 2835, 0, 0, 0, 0, 0, 0, 0, 2367, 541, 5743
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\extern\__init__.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 15, 13, 74
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\pkg_resources\tests\data\my-test-package-source\setup.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\__init__.py", "Python", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 65, 52, 242
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_deprecation_warning.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 1, 8
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 9, 4, 16
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\_msvccompiler.py", "Python", 0, 0, 387, 0, 0, 0, 0, 0, 0, 0, 92, 83, 562
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\archive_util.py", "Python", 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 57, 37, 257
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\bcppcompiler.py", "Python", 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 86, 67, 394
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\ccompiler.py", "Python", 0, 0, 510, 0, 0, 0, 0, 0, 0, 0, 480, 134, 1124
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\cmd.py", "Python", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 181, 54, 404
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\__init__.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 10, 2, 32
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\bdist.py", "Python", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 20, 24, 144
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\bdist_dumb.py", "Python", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 8, 18, 124
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\bdist_msi.py", "Python", 0, 0, 543, 0, 0, 0, 0, 0, 0, 0, 127, 80, 750
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\bdist_rpm.py", "Python", 0, 0, 427, 0, 0, 0, 0, 0, 0, 0, 68, 85, 580
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\bdist_wininst.py", "Python", 0, 0, 262, 0, 0, 0, 0, 0, 0, 0, 65, 51, 378
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\build.py", "Python", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 25, 28, 158
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\build_clib.py", "Python", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 41, 42, 210
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\build_ext.py", "Python", 0, 0, 463, 0, 0, 0, 0, 0, 0, 0, 196, 99, 758
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\build_py.py", "Python", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 103, 58, 417
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\build_scripts.py", "Python", 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 20, 21, 161
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\check.py", "Python", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 28, 20, 149
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\clean.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 9, 11, 77
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\config.py", "Python", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 87, 48, 345
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\install.py", "Python", 0, 0, 425, 0, 0, 0, 0, 0, 0, 0, 150, 103, 678
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\install_data.py", "Python", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 11, 13, 80
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\install_egg_info.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 21, 16, 78
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\install_headers.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 5, 14, 48
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\install_lib.py", "Python", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 49, 41, 218
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\install_scripts.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 7, 13, 61
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\py37compat.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 8, 31
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\register.py", "Python", 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 65, 26, 305
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\sdist.py", "Python", 0, 0, 302, 0, 0, 0, 0, 0, 0, 0, 122, 71, 495
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\command\upload.py", "Python", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 28, 30, 215
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\config.py", "Python", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 30, 17, 131
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\core.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 98, 33, 235
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\cygwinccompiler.py", "Python", 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 155, 51, 415
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\debug.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 6
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\dep_util.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 36, 17, 93
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\dir_util.py", "Python", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 68, 30, 211
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\dist.py", "Python", 0, 0, 728, 0, 0, 0, 0, 0, 0, 0, 347, 183, 1258
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\errors.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 48, 20, 98
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\extension.py", "Python", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 95, 23, 241
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\fancy_getopt.py", "Python", 0, 0, 245, 0, 0, 0, 0, 0, 0, 0, 144, 69, 458
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\file_util.py", "Python", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 63, 34, 239
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\filelist.py", "Python", 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 105, 51, 356
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\log.py", "Python", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 5, 17, 78
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\msvc9compiler.py", "Python", 0, 0, 545, 0, 0, 0, 0, 0, 0, 0, 153, 91, 789
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\msvccompiler.py", "Python", 0, 0, 455, 0, 0, 0, 0, 0, 0, 0, 108, 81, 644
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\py35compat.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 5, 20
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\py38compat.py", "Python", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\spawn.py", "Python", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 34, 17, 107
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\sysconfig.py", "Python", 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 159, 72, 574
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\text_file.py", "Python", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 134, 34, 287
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\unixccompiler.py", "Python", 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 103, 40, 333
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\util.py", "Python", 0, 0, 318, 0, 0, 0, 0, 0, 0, 0, 210, 89, 617
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\version.py", "Python", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 185, 51, 348
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_distutils\versionpredicate.py", "Python", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 90, 15, 167
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_imp.py", "Python", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 5, 17, 83
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\more_itertools\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\more_itertools\more.py", "Python", 0, 0, 1414, 0, 0, 0, 0, 0, 0, 0, 2016, 396, 3826
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\more_itertools\recipes.py", "Python", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 355, 71, 621
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\ordered_set.py", "Python", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 292, 38, 489
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\__about__.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 6, 28
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\__init__.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 3, 27
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\_compat.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 12, 11, 39
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\_structures.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 21, 25, 87
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\_typing.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 35, 4, 49
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\markers.py", "Python", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 46, 75, 329
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\requirements.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 21, 33, 146
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py", "Python", 0, 0, 383, 0, 0, 0, 0, 0, 0, 0, 327, 154, 864
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\tags.py", "Python", 0, 0, 466, 0, 0, 0, 0, 0, 0, 0, 177, 109, 752
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\utils.py", "Python", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 18, 19, 66
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\packaging\version.py", "Python", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 140, 111, 536
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\_vendor\pyparsing.py", "Python", 0, 0, 2835, 0, 0, 0, 0, 0, 0, 0, 2367, 541, 5743
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\archive_util.py", "Python", 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 49, 37, 206
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\build_meta.py", "Python", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 68, 54, 282
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\__init__.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\alias.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 2, 17, 79
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\bdist_egg.py", "Python", 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 43, 77, 457
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\bdist_rpm.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 8, 6, 32
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\build_clib.py", "Python", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 27, 11, 102
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\build_ext.py", "Python", 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 33, 39, 329
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\build_py.py", "Python", 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 36, 36, 253
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\develop.py", "Python", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 36, 37, 217
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\dist_info.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 11, 37
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\easy_install.py", "Python", 0, 0, 1536, 0, 0, 0, 0, 0, 0, 0, 465, 290, 2291
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\egg_info.py", "Python", 0, 0, 488, 0, 0, 0, 0, 0, 0, 0, 129, 118, 735
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\install.py", "Python", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 20, 22, 126
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\install_egg_info.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 5, 12, 63
"d:\Github\_java\Java-stuff\1\N-Dimension\env\Lib\site-packages\setuptools\command\install_lib.py", "Python", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 27, 24, 123
